Date,store,product,base,number_sold,year
2018-03-22,0,0,887.9489106560039,883,2018
2018-03-23,0,0,888.1017870669797,886,2018
2018-03-24,0,0,888.2388015044685,883,2018
2018-03-25,0,0,888.359921125938,903,2018
2018-03-26,0,0,888.4651182433514,895,2018
2018-03-27,0,0,888.554370323552,906,2018
2018-03-28,0,0,888.627659986603,892,2018
2018-03-29,0,0,888.6849750020923,892,2018
2018-03-30,0,0,888.7263082834132,878,2018
2018-03-31,0,0,888.7516578800376,887,2018
2018-04-01,0,0,888.7610269677893,893,2018
2018-04-02,0,0,888.7544238371388,897,2018
2018-04-03,0,0,888.7318618795308,882,2018
2018-04-04,0,0,888.6933595717657,884,2018
2018-04-05,0,0,888.6389404584505,897,2018
2018-04-06,0,0,888.5686331325412,901,2018
2018-04-07,0,0,888.4824712139942,875,2018
2018-04-08,0,0,888.3804933265519,906,2018
2018-04-09,0,0,888.2627430726818,876,2018
2018-04-10,0,0,888.1292690066946,905,2018
2018-04-11,0,0,887.980124606066,889,2018
2018-04-12,0,0,887.8153682409853,904,2018
2018-04-13,0,0,887.6350631421601,904,2018
2018-04-14,0,0,887.4392773669035,884,2018
2018-04-15,0,0,887.2280837635286,888,2018
2018-04-16,0,0,887.0015599340853,885,2018
2018-04-17,0,0,886.7597881954629,887,2018
2018-04-18,0,0,886.5028555388932,900,2018
2018-04-19,0,0,886.2308535878819,886,2018
2018-04-20,0,0,885.9438785546041,904,2018
2018-04-21,0,0,885.6420311947917,896,2018
2018-04-22,0,0,885.3254167611484,880,2018
2018-04-23,0,0,884.9941449553266,879,2018
2018-04-24,0,0,884.648329878499,889,2018
2018-04-25,0,0,884.2880899805577,883,2018
2018-04-26,0,0,883.9135480079823,890,2018
2018-04-27,0,0,883.5248309504041,868,2018
2018-04-28,0,0,883.1220699859102,871,2018
2018-04-29,0,0,882.7054004251191,872,2018
2018-04-30,0,0,882.274961654066,894,2018
2018-05-01,0,0,881.830897075936,867,2018
2018-05-02,0,0,881.3733540516797,894,2018
2018-05-03,0,0,880.9024838395535,875,2018
2018-05-04,0,0,880.4184415336164,879,2018
2018-05-05,0,0,879.9213860012269,875,2018
2018-05-06,0,0,879.4114798195751,891,2018
2018-05-07,0,0,878.8888892112873,897,2018
2018-05-08,0,0,878.3537839791461,879,2018
2018-05-09,0,0,877.806337439958,870,2018
2018-05-10,0,0,877.2467263576117,889,2018
2018-05-11,0,0,876.6751308753638,864,2018
2018-05-12,0,0,876.0917344473896,881,2018
2018-05-13,0,0,875.4967237696374,869,2018
2018-05-14,0,0,874.8902887100254,859,2018
2018-05-15,0,0,874.2726222380174,874,2018
2018-05-16,0,0,873.6439203536164,869,2018
2018-05-17,0,0,873.0043820158115,881,2018
2018-05-18,0,0,872.3542090705193,874,2018
2018-05-19,0,0,871.6936061780506,885,2018
2018-05-20,0,0,871.0227807401452,863,2018
2018-05-21,0,0,870.3419428266069,873,2018
2018-05-22,0,0,869.6513051015762,869,2018
2018-05-23,0,0,868.9510827494757,864,2018
2018-05-24,0,0,868.241493400663,890,2018
2018-05-25,0,0,867.5227570568273,871,2018
2018-05-26,0,0,866.7950960161604,881,2018
2018-05-27,0,0,866.0587347983404,868,2018
2018-05-28,0,0,865.3139000693562,864,2018
2018-05-29,0,0,864.5608205662089,866,2018
2018-05-30,0,0,863.7997270215208,858,2018
2018-05-31,0,0,863.0308520880833,864,2018
2018-06-01,0,0,862.2544302633747,860,2018
2018-06-02,0,0,861.470697814077,869,2018
2018-06-03,0,0,860.6798927006234,852,2018
2018-06-04,0,0,859.8822545018035,843,2018
2018-06-05,0,0,859.0780243394538,850,2018
2018-06-06,0,0,858.2674448032632,879,2018
2018-06-07,0,0,857.450759875719,855,2018
2018-06-08,0,0,856.6282148572178,866,2018
2018-06-09,0,0,855.8000562913702,876,2018
2018-06-10,0,0,854.9665318905196,856,2018
2018-06-11,0,0,854.1278904615027,837,2018
2018-06-12,0,0,853.2843818316725,861,2018
2018-06-13,0,0,852.4362567752054,857,2018
2018-06-14,0,0,851.5837669397165,842,2018
2018-06-15,0,0,850.7271647732014,840,2018
2018-06-16,0,0,849.8667034513251,853,2018
2018-06-17,0,0,849.0026368050767,846,2018
2018-06-18,0,0,848.1352192488099,854,2018
2018-06-19,0,0,847.2647057086847,848,2018
2018-06-20,0,0,846.391351551526,865,2018
2018-06-21,0,0,845.5154125141203,848,2018
2018-06-22,0,0,844.6371446329579,853,2018
2018-06-23,0,0,843.7568041744424,837,2018
2018-06-24,0,0,842.8746475655754,845,2018
2018-06-25,0,0,841.9909313251309,834,2018
2018-06-26,0,0,841.1059119953333,844,2018
2018-06-27,0,0,840.2198460740469,840,2018
2018-06-28,0,0,839.3329899474899,829,2018
2018-06-29,0,0,838.4455998234798,849,2018
2018-06-30,0,0,837.5579316652223,819,2018
2018-07-01,0,0,836.6702411256496,834,2018
2018-07-02,0,0,835.7827834823147,838,2018
2018-07-03,0,0,834.8958135728525,836,2018
2018-07-04,0,0,834.0095857310079,831,2018
2018-07-05,0,0,833.1243537232405,834,2018
2018-07-06,0,0,832.2403706859101,828,2018
2018-07-07,0,0,831.3578890630437,826,2018
2018-07-08,0,0,830.4771605446915,827,2018
2018-07-09,0,0,829.598436005872,822,2018
2018-07-10,0,0,828.721965446108,829,2018
2018-07-11,0,0,827.8479979295576,822,2018
2018-07-12,0,0,826.9767815257379,810,2018
2018-07-13,0,0,826.1085632508443,817,2018
2018-07-14,0,0,825.2435890096631,817,2018
2018-07-15,0,0,824.3821035380779,816,2018
2018-07-16,0,0,823.5243503461699,828,2018
2018-07-17,0,0,822.6705716619069,821,2018
2018-07-18,0,0,821.8210083754225,823,2018
2018-07-19,0,0,820.9758999838804,815,2018
2018-07-20,0,0,820.135484536923,820,2018
2018-07-21,0,0,819.2999985826992,841,2018
2018-07-22,0,0,818.4696771144694,829,2018
2018-07-23,0,0,817.6447535177815,823,2018
2018-07-24,0,0,816.8254595182158,829,2018
2018-07-25,0,0,816.0120251296944,815,2018
2018-07-26,0,0,815.2046786033471,823,2018
2018-07-27,0,0,814.4036463769332,817,2018
2018-07-28,0,0,813.6091530248103,799,2018
2018-07-29,0,0,812.8214212084472,817,2018
2018-07-30,0,0,812.0406716274731,819,2018
2018-07-31,0,0,811.2671229712607,821,2018
2018-08-01,0,0,810.500991871033,833,2018
2018-08-02,0,0,809.7424928524918,794,2018
2018-08-03,0,0,808.9918382889601,806,2018
2018-08-04,0,0,808.2492383550335,817,2018
2018-08-05,0,0,807.5149009807326,825,2018
2018-08-06,0,0,806.7890318061537,796,2018
2018-08-07,0,0,806.0718341366094,798,2018
2018-08-08,0,0,805.3635088982536,809,2018
2018-08-09,0,0,804.6642545941878,831,2018
2018-08-10,0,0,803.9742672610389,800,2018
2018-08-11,0,0,803.2937404260073,797,2018
2018-08-12,0,0,802.6228650643761,801,2018
2018-08-13,0,0,801.9618295574816,809,2018
2018-08-14,0,0,801.3108196511337,810,2018
2018-08-15,0,0,800.6700184144875,800,2018
2018-08-16,0,0,800.039606199359,786,2018
2018-08-17,0,0,799.4197605999803,797,2018
2018-08-18,0,0,798.8106564131932,798,2018
2018-08-19,0,0,798.2124655990746,802,2018
2018-08-20,0,0,797.6253572419929,800,2018
2018-08-21,0,0,797.0494975120928,805,2018
2018-08-22,0,0,796.485049627204,818,2018
2018-08-23,0,0,795.9321738151747,805,2018
2018-08-24,0,0,795.3910272766256,806,2018
2018-08-25,0,0,794.8617641481256,784,2018
2018-08-26,0,0,794.3445354657881,772,2018
2018-08-27,0,0,793.8394891292853,790,2018
2018-08-28,0,0,793.3467698662851,797,2018
2018-08-29,0,0,792.8665191973072,791,2018
2018-08-30,0,0,792.3988754010023,806,2018
2018-08-31,0,0,791.9439734798545,807,2018
2018-09-01,0,0,791.5019451263108,788,2018
2018-09-02,0,0,791.0729186893388,777,2018
2018-09-03,0,0,790.6570191414169,814,2018
2018-09-04,0,0,790.25436804596,808,2018
2018-09-05,0,0,789.8650835251876,790,2018
2018-09-06,0,0,789.4892802284343,778,2018
2018-09-07,0,0,789.1270693009134,789,2018
2018-09-08,0,0,788.7785583529363,791,2018
2018-09-09,0,0,788.443851429596,794,2018
2018-09-10,0,0,788.1230489809195,781,2018
2018-09-11,0,0,787.8162478325013,792,2018
2018-09-12,0,0,787.5235411566197,790,2018
2018-09-13,0,0,787.2450184438516,782,2018
2018-09-14,0,0,786.9807654751894,788,2018
2018-09-15,0,0,786.7308642946743,775,2018
2018-09-16,0,0,786.4953931825527,794,2018
2018-09-17,0,0,786.2744266289687,772,2018
2018-09-18,0,0,786.0680353082062,781,2018
2018-09-19,0,0,785.8762860534863,780,2018
2018-09-20,0,0,785.6992418323397,808,2018
2018-09-21,0,0,785.5369617225628,786,2018
2018-09-22,0,0,785.3895008887712,785,2018
2018-09-23,0,0,785.2569105595677,803,2018
2018-09-24,0,0,785.1392380053351,788,2018
2018-09-25,0,0,785.0365265166712,791,2018
2018-09-26,0,0,784.9488153834809,779,2018
2018-09-27,0,0,784.8761398747415,783,2018
2018-09-28,0,0,784.8185312189564,794,2018
2018-09-29,0,0,784.7760165853147,803,2018
2018-09-30,0,0,784.7486190655724,787,2018
2018-10-01,0,0,784.7363576566747,785,2018
2018-10-02,0,0,784.7392472441355,785,2018
2018-10-03,0,0,784.7572985861904,791,2018
2018-10-04,0,0,784.7905182987463,794,2018
2018-10-05,0,0,784.8389088411409,795,2018
2018-10-06,0,0,784.9024685027337,793,2018
2018-10-07,0,0,784.9811913903471,779,2018
2018-10-08,0,0,785.0750674165773,819,2018
2018-10-09,0,0,785.1840822889916,806,2018
2018-10-10,0,0,785.3082175002361,794,2018
2018-10-11,0,0,785.44745031907,781,2018
2018-10-12,0,0,785.6017537823474,787,2018
2018-10-13,0,0,785.7710966879665,790,2018
2018-10-14,0,0,785.9554435888066,788,2018
2018-10-15,0,0,786.1547547876714,780,2018
2018-10-16,0,0,786.3689863332609,801,2018
2018-10-17,0,0,786.5980900171883,797,2018
2018-10-18,0,0,786.842013372066,787,2018
2018-10-19,0,0,787.1006996706768,788,2018
2018-10-20,0,0,787.3740879262526,798,2018
2018-10-21,0,0,787.6621128938775,780,2018
2018-10-22,0,0,787.9647050730373,797,2018
2018-10-23,0,0,788.2817907113341,796,2018
2018-10-24,0,0,788.6132918093807,796,2018
2018-10-25,0,0,788.9591261269018,805,2018
2018-10-26,0,0,789.3192071900507,780,2018
2018-10-27,0,0,789.6934442999685,796,2018
2018-10-28,0,0,790.0817425425954,805,2018
2018-10-29,0,0,790.4840027997589,802,2018
2018-10-30,0,0,790.900121761549,770,2018
2018-10-31,0,0,791.329991940003,802,2018
2018-11-01,0,0,791.77350168411,805,2018
2018-11-02,0,0,792.2305351961567,758,2018
2018-11-03,0,0,792.7009725494237,801,2018
2018-11-04,0,0,793.1846897072521,795,2018
2018-11-05,0,0,793.6815585434884,802,2018
2018-11-06,0,0,794.1914468643271,802,2018
2018-11-07,0,0,794.7142184315594,794,2018
2018-11-08,0,0,795.2497329872417,806,2018
2018-11-09,0,0,795.7978462797945,818,2018
2018-11-10,0,0,796.3584100915425,792,2018
2018-11-11,0,0,796.9312722677073,791,2018
2018-11-12,0,0,797.5162767468574,788,2018
2018-11-13,0,0,798.1132635928302,811,2018
2018-11-14,0,0,798.7220690281284,783,2018
2018-11-15,0,0,799.3425254687984,805,2018
2018-11-16,0,0,799.9744615607989,789,2018
2018-11-17,0,0,800.6177022178632,806,2018
2018-11-18,0,0,801.2720686608575,813,2018
2018-11-19,0,0,801.9373784586414,799,2018
2018-11-20,0,0,802.6134455704323,795,2018
2018-11-21,0,0,803.3000803896717,803,2018
2018-11-22,0,0,803.9970897893992,807,2018
2018-11-23,0,0,804.7042771691282,821,2018
2018-11-24,0,0,805.4214425032263,814,2018
2018-11-25,0,0,806.1483823907942,805,2018
2018-11-26,0,0,806.8848901070409,818,2018
2018-11-27,0,0,807.6307556561511,797,2018
2018-11-28,0,0,808.3857658256387,819,2018
2018-11-29,0,0,809.1497042421784,816,2018
2018-11-30,0,0,809.9223514289087,809,2018
2018-12-01,0,0,810.7034848641985,807,2018
2018-12-02,0,0,811.4928790418649,819,2018
2018-12-03,0,0,812.2903055328321,821,2018
2018-12-04,0,0,813.0955330482204,836,2018
2018-12-05,0,0,813.908327503851,817,2018
2018-12-06,0,0,814.728452086151,804,2018
2018-12-07,0,0,815.5556673194465,805,2018
2018-12-08,0,0,816.3897311346238,823,2018
2018-12-09,0,0,817.2303989391442,811,2018
2018-12-10,0,0,818.0774236883893,832,2018
2018-12-11,0,0,818.9305559583235,812,2018
2018-12-12,0,0,819.7895440194451,837,2018
2018-12-13,0,0,820.6541339120125,824,2018
2018-12-14,0,0,821.5240695225139,822,2018
2018-12-15,0,0,822.3990926613617,832,2018
2018-12-16,0,0,823.2789431417877,845,2018
2018-12-17,0,0,824.1633588599068,837,2018
2018-12-18,0,0,825.0520758759271,822,2018
2018-12-19,0,0,825.9448284964786,833,2018
2018-12-20,0,0,826.8413493580252,805,2018
2018-12-21,0,0,827.7413695113371,835,2018
2018-12-22,0,0,828.6446185069875,843,2018
2018-12-23,0,0,829.5508244818437,818,2018
2018-12-24,0,0,830.4597142465179,826,2018
2018-12-25,0,0,831.3710133737447,831,2018
2018-12-26,0,0,832.2844462876508,831,2018
2018-12-27,0,0,833.1997363538784,847,2018
2018-12-28,0,0,834.1166059705288,854,2018
2018-12-29,0,0,835.0347766598877,839,2018
2018-12-30,0,0,835.9539691608913,847,2018
2018-12-31,0,0,836.8739035222977,839,2018
2018-01-01,0,1,744.2920311206765,735,2018
2018-01-02,0,1,744.2221496439913,749,2018
2018-01-03,0,1,744.1425282300504,753,2018
2018-01-04,0,1,744.0531945476346,749,2018
2018-01-05,0,1,743.954179584572,754,2018
2018-01-06,0,1,743.8455176199562,727,2018
2018-01-07,0,1,743.727246194891,746,2018
2018-01-08,0,1,743.5994060817865,729,2018
2018-01-09,0,1,743.4620412522463,768,2018
2018-01-10,0,1,743.3151988435754,750,2018
2018-01-11,0,1,743.1589291239402,733,2018
2018-01-12,0,1,742.993285456222,735,2018
2018-01-13,0,1,742.8183242605959,726,2018
2018-01-14,0,1,742.634104975871,709,2018
2018-01-15,0,1,742.4406900196318,728,2018
2018-01-16,0,1,742.2381447472196,755,2018
2018-01-17,0,1,742.0265374095878,734,2018
2018-01-18,0,1,741.8059391100769,749,2018
2018-01-19,0,1,741.5764237601454,744,2018
2018-01-20,0,1,741.3380680340974,741,2018
2018-01-21,0,1,741.0909513228496,735,2018
2018-01-22,0,1,740.8351556867788,729,2018
2018-01-23,0,1,740.5707658076903,733,2018
2018-01-24,0,1,740.2978689399517,745,2018
2018-01-25,0,1,740.0165548608331,754,2018
2018-01-26,0,1,739.7269158200987,743,2018
2018-01-27,0,1,739.4290464888893,720,2018
2018-01-28,0,1,739.1230439079437,717,2018
2018-01-29,0,1,738.8090074351985,736,2018
2018-01-30,0,1,738.4870386928126,746,2018
2018-01-31,0,1,738.1572415136565,750,2018
2018-02-01,0,1,737.8197218873161,737,2018
2018-02-02,0,1,737.4745879056476,731,2018
2018-02-03,0,1,737.1219497079306,714,2018
2018-02-04,0,1,736.7619194256637,746,2018
2018-02-05,0,1,736.3946111270426,733,2018
2018-02-06,0,1,736.0201407611656,750,2018
2018-02-07,0,1,735.638626102009,738,2018
2018-02-08,0,1,735.2501866922138,741,2018
2018-02-09,0,1,734.8549437867267,731,2018
2018-02-10,0,1,734.4530202963365,733,2018
2018-02-11,0,1,734.0445407311454,720,2018
2018-02-12,0,1,733.6296311440192,733,2018
2018-02-13,0,1,733.2084190740527,734,2018
2018-02-14,0,1,732.7810334900935,734,2018
2018-02-15,0,1,732.3476047343587,744,2018
2018-02-16,0,1,731.9082644661876,730,2018
2018-02-17,0,1,731.4631456059636,710,2018
2018-02-18,0,1,731.0123822792452,721,2018
2018-02-19,0,1,730.5561097611413,724,2018
2018-02-20,0,1,730.0944644209641,734,2018
2018-02-21,0,1,729.6275836671981,722,2018
2018-02-22,0,1,729.155605892815,739,2018
2018-02-23,0,1,728.6786704209696,724,2018
2018-02-24,0,1,728.196917451108,707,2018
2018-02-25,0,1,727.7104880055169,713,2018
2018-02-26,0,1,727.2195238763499,748,2018
2018-02-27,0,1,726.7241675731503,750,2018
2018-02-28,0,1,726.2245622709088,733,2018
2018-03-01,0,1,725.7208517586752,736,2018
2018-03-02,0,1,725.2131803887528,733,2018
2018-03-03,0,1,724.7016930265013,701,2018
2018-03-04,0,1,724.1865350007698,722,2018
2018-03-05,0,1,723.6678520549841,718,2018
2018-03-06,0,1,723.1457902989089,726,2018
2018-03-07,0,1,722.6204961611041,723,2018
2018-03-08,0,1,722.0921163420983,708,2018
2018-03-09,0,1,721.5607977682911,715,2018
2018-03-10,0,1,721.0266875466083,693,2018
2018-03-11,0,1,720.4899329199186,705,2018
2018-03-12,0,1,719.9506812232312,728,2018
2018-03-13,0,1,719.4090798406862,729,2018
2018-03-14,0,1,718.8652761633473,717,2018
2018-03-15,0,1,718.3194175478114,731,2018
2018-03-16,0,1,717.771651275642,705,2018
2018-03-17,0,1,717.2221245136352,697,2018
2018-03-18,0,1,716.6709842749274,730,2018
2018-03-19,0,1,716.1183773809468,719,2018
2018-03-20,0,1,715.5644504242175,724,2018
2018-03-21,0,1,715.0093497320173,727,2018
2018-03-22,0,1,714.4532213308919,719,2018
2018-03-23,0,1,713.8962109120267,699,2018
2018-03-24,0,1,713.3384637974784,695,2018
2018-03-25,0,1,712.7801249072606,706,2018
2018-03-26,0,1,712.2213387272856,713,2018
2018-03-27,0,1,711.6622492781574,722,2018
2018-03-28,0,1,711.1030000848098,713,2018
2018-03-29,0,1,710.5437341469875,728,2018
2018-03-30,0,1,709.9845939105595,689,2018
2018-03-31,0,1,709.42572123966,717,2018
2018-04-01,0,1,708.8672573896482,713,2018
2018-04-02,0,1,708.3093429808736,707,2018
2018-04-03,0,1,707.7521179732402,712,2018
2018-04-04,0,1,707.1957216415578,707,2018
2018-04-05,0,1,706.6402925516624,697,2018
2018-04-06,0,1,706.0859685372999,693,2018
2018-04-07,0,1,705.532886677752,698,2018
2018-04-08,0,1,704.981183276194,717,2018
2018-04-09,0,1,704.430993838765,708,2018
2018-04-10,0,1,703.8824530543349,690,2018
2018-04-11,0,1,703.3356947749513,695,2018
2018-04-12,0,1,702.7908519969473,710,2018
2018-04-13,0,1,702.2480568426893,694,2018
2018-04-14,0,1,701.7074405429505,679,2018
2018-04-15,0,1,701.1691334198832,680,2018
2018-04-16,0,1,700.6332648705721,683,2018
2018-04-17,0,1,700.099963351151,718,2018
2018-04-18,0,1,699.569356361452,700,2018
2018-04-19,0,1,699.0415704301738,696,2018
2018-04-20,0,1,698.5167311005416,686,2018
2018-04-21,0,1,697.9949629164349,679,2018
2018-04-22,0,1,697.4763894089638,671,2018
2018-04-23,0,1,696.9611330834641,694,2018
2018-04-24,0,1,696.4493154068938,709,2018
2018-04-25,0,1,695.9410567955997,693,2018
2018-04-26,0,1,695.4364766034349,696,2018
2018-04-27,0,1,694.9356931102006,697,2018
2018-04-28,0,1,694.4388235103866,689,2018
2018-04-29,0,1,693.9459839021858,674,2018
2018-04-30,0,1,693.4572892767611,684,2018
2018-05-01,0,1,692.9728535077346,693,2018
2018-05-02,0,1,692.4927893408772,710,2018
2018-05-03,0,1,692.0172083839743,701,2018
2018-05-04,0,1,691.5462210968428,680,2018
2018-05-05,0,1,691.0799367814725,658,2018
2018-05-06,0,1,690.6184635722715,677,2018
2018-05-07,0,1,690.1619084263881,674,2018
2018-05-08,0,1,689.7103771140902,697,2018
2018-05-09,0,1,689.2639742091716,680,2018
2018-05-10,0,1,688.8228030793708,678,2018
2018-05-11,0,1,688.3869658767737,678,2018
2018-05-12,0,1,687.9565635281797,672,2018
2018-05-13,0,1,687.5316957254103,665,2018
2018-05-14,0,1,687.1124609155396,695,2018
2018-05-15,0,1,686.6989562910242,674,2018
2018-05-16,0,1,686.2912777797139,655,2018
2018-05-17,0,1,685.8895200347241,664,2018
2018-05-18,0,1,685.4937764241494,676,2018
2018-05-19,0,1,685.1041390206041,669,2018
2018-05-20,0,1,684.720698590567,654,2018
2018-05-21,0,1,684.34354458352,658,2018
2018-05-22,0,1,683.9727651208583,681,2018
2018-05-23,0,1,683.608446984563,697,2018
2018-05-24,0,1,683.2506756056188,682,2018
2018-05-25,0,1,682.8995350521635,663,2018
2018-05-26,0,1,682.5551080173577,671,2018
2018-05-27,0,1,682.2174758069641,660,2018
2018-05-28,0,1,681.8867183266223,650,2018
2018-05-29,0,1,681.5629140688137,681,2018
2018-05-30,0,1,681.246140099505,682,2018
2018-05-31,0,1,680.9364720444634,684,2018
2018-06-01,0,1,680.6339840752356,676,2018
2018-06-02,0,1,680.3387488947873,664,2018
2018-06-03,0,1,680.0508377227962,673,2018
2018-06-04,0,1,679.7703202805945,662,2018
2018-06-05,0,1,679.497264775762,662,2018
2018-06-06,0,1,679.2317378863607,659,2018
2018-06-07,0,1,678.9738047448199,666,2018
2018-06-08,0,1,678.7235289214632,672,2018
2018-06-09,0,1,678.4809724076863,670,2018
2018-06-10,0,1,678.2461955987811,655,2018
2018-06-11,0,1,678.0192572764181,673,2018
2018-06-12,0,1,677.8002145907828,680,2018
2018-06-13,0,1,677.5891230423796,684,2018
2018-06-14,0,1,677.3860364635058,675,2018
2018-06-15,0,1,677.191006999404,655,2018
2018-06-16,0,1,677.0040850891045,659,2018
2018-06-17,0,1,676.8253194459633,651,2018
2018-06-18,0,1,676.6547570379126,654,2018
2018-06-19,0,1,676.4924430674303,687,2018
2018-06-20,0,1,676.338420951245,680,2018
2018-06-21,0,1,676.1927322997909,669,2018
2018-06-22,0,1,676.0554168964247,653,2018
2018-06-23,0,1,675.9265126764247,653,2018
2018-06-24,0,1,675.806055705786,659,2018
2018-06-25,0,1,675.6940801598317,674,2018
2018-06-26,0,1,675.5906183016597,677,2018
2018-06-27,0,1,675.4957004604405,672,2018
2018-06-28,0,1,675.4093550095951,676,2018
2018-06-29,0,1,675.3316083448653,655,2018
2018-06-30,0,1,675.2624848623069,676,2018
2018-07-01,0,1,675.202006936223,665,2018
2018-07-02,0,1,675.1501948970666,641,2018
2018-07-03,0,1,675.1070670093333,664,2018
2018-07-04,0,1,675.0726394494715,668,2018
2018-07-05,0,1,675.0469262838376,684,2018
2018-07-06,0,1,675.0299394467208,661,2018
2018-07-07,0,1,675.0216887184664,657,2018
2018-07-08,0,1,675.0221817037257,668,2018
2018-07-09,0,1,675.0314238098613,676,2018
2018-07-10,0,1,675.049418225537,649,2018
2018-07-11,0,1,675.0761658995223,677,2018
2018-07-12,0,1,675.1116655197413,654,2018
2018-07-13,0,1,675.1559134925973,660,2018
2018-07-14,0,1,675.2089039226036,654,2018
2018-07-15,0,1,675.2706285923537,667,2018
2018-07-16,0,1,675.3410769428585,693,2018
2018-07-17,0,1,675.4202360542885,654,2018
2018-07-18,0,1,675.5080906271467,676,2018
2018-07-19,0,1,675.604622963911,680,2018
2018-07-20,0,1,675.7098129511733,659,2018
2018-07-21,0,1,675.8236380423114,651,2018
2018-07-22,0,1,675.9460732407249,676,2018
2018-07-23,0,1,676.0770910836687,661,2018
2018-07-24,0,1,676.2166616267154,666,2018
2018-07-25,0,1,676.3647524288816,672,2018
2018-07-26,0,1,676.521328538448,663,2018
2018-07-27,0,1,676.6863524795078,668,2018
2018-07-28,0,1,676.8597842392749,646,2018
2018-07-29,0,1,677.0415812561827,652,2018
2018-07-30,0,1,677.231698408808,661,2018
2018-07-31,0,1,677.4300880056483,678,2018
2018-08-01,0,1,677.6366997757841,679,2018
2018-08-02,0,1,677.8514808604599,683,2018
2018-08-03,0,1,678.0743758056099,660,2018
2018-08-04,0,1,678.3053265553591,663,2018
2018-08-05,0,1,678.5442724465322,673,2018
2018-08-06,0,1,678.7911502041928,667,2018
2018-08-07,0,1,679.0458939382471,680,2018
