Date,store,product,base,number_sold,year
2017-03-15,0,0,883.2793748749499,887,2017
2017-03-16,0,0,883.5450101683879,873,2017
2017-03-17,0,0,883.7949050102974,872,2017
2017-03-18,0,0,884.0289926225557,878,2017
2017-03-19,0,0,884.2472115867265,899,2017
2017-03-20,0,0,884.4495058556548,880,2017
2017-03-21,0,0,884.6358247626799,883,2017
2017-03-22,0,0,884.8061230284666,892,2017
2017-03-23,0,0,884.9603607654668,880,2017
2017-03-24,0,0,885.0985034800192,890,2017
2017-03-25,0,0,885.220522072097,891,2017
2017-03-26,0,0,885.326392832718,881,2017
2017-03-27,0,0,885.4160974390298,865,2017
2017-03-28,0,0,885.4896229470872,882,2017
2017-03-29,0,0,885.5469617823358,893,2017
2017-03-30,0,0,885.5881117278244,890,2017
2017-03-31,0,0,885.6130759101642,867,2017
2017-04-01,0,0,885.6218627832556,886,2017
2017-04-02,0,0,885.6144861098077,888,2017
2017-04-03,0,0,885.5909649406735,882,2017
2017-04-04,0,0,885.551323592027,888,2017
2017-04-05,0,0,885.495591620409,886,2017
2017-04-06,0,0,885.4238037956708,874,2017
2017-04-07,0,0,885.3360000718445,886,2017
2017-04-08,0,0,885.2322255559721,884,2017
2017-04-09,0,0,885.1125304749229,869,2017
2017-04-10,0,0,884.976970140238,872,2017
2017-04-11,0,0,884.8256049110287,904,2017
2017-04-12,0,0,884.658500154971,886,2017
2017-04-13,0,0,884.4757262074295,900,2017
2017-04-14,0,0,884.2773583287484,888,2017
2017-04-15,0,0,884.0634766597503,893,2017
2017-04-16,0,0,883.8341661754791,879,2017
2017-04-17,0,0,883.5895166372302,877,2017
2017-04-18,0,0,883.3296225429059,873,2017
2017-04-19,0,0,883.0545830757453,876,2017
2017-04-20,0,0,882.7645020514594,894,2017
2017-04-21,0,0,882.4594878638283,869,2017
2017-04-22,0,0,882.1396534287928,891,2017
2017-04-23,0,0,881.8051161270959,875,2017
2017-04-24,0,0,881.4559977455083,871,2017
2017-04-25,0,0,881.0924244166955,880,2017
2017-04-26,0,0,880.7145265577626,890,2017
2017-04-27,0,0,880.3224388075298,873,2017
2017-04-28,0,0,879.9162999625834,868,2017
2017-04-29,0,0,879.4962529121509,883,2017
2017-04-30,0,0,879.0624445718457,864,2017
2017-05-01,0,0,878.6150258163324,883,2017
2017-05-02,0,0,878.1541514109585,876,2017
2017-05-03,0,0,877.6799799424019,878,2017
2017-05-04,0,0,877.192673748383,860,2017
2017-05-05,0,0,876.692398846487,860,2017
2017-05-06,0,0,876.1793248621503,868,2017
2017-05-07,0,0,875.6536249558537,876,2017
2017-05-08,0,0,875.1154757495736,891,2017
2017-05-09,0,0,874.5650572525393,873,2017
2017-05-10,0,0,874.0025527863432,887,2017
2017-05-11,0,0,873.4281489094541,867,2017
2017-05-12,0,0,872.8420353411761,840,2017
2017-05-13,0,0,872.2444048851077,872,2017
2017-05-14,0,0,871.6354533521387,870,2017
2017-05-15,0,0,871.0153794830412,863,2017
2017-05-16,0,0,870.3843848706913,864,2017
2017-05-17,0,0,869.7426738819742,877,2017
2017-05-18,0,0,869.0904535794127,863,2017
2017-05-19,0,0,868.427933642567,864,2017
2017-05-20,0,0,867.7553262892463,882,2017
2017-05-21,0,0,867.072846196578,859,2017
2017-05-22,0,0,866.380710421975,877,2017
2017-05-23,0,0,865.6791383240447,860,2017
2017-05-24,0,0,864.9683514834782,852,2017
2017-05-25,0,0,864.2485736239616,871,2017
2017-05-26,0,0,863.5200305331493,854,2017
2017-05-27,0,0,862.7829499837354,867,2017
2017-05-28,0,0,862.0375616546634,872,2017
2017-05-29,0,0,861.2840970525082,850,2017
2017-05-30,0,0,860.5227894330711,884,2017
2017-05-31,0,0,859.7538737232152,855,2017
2017-06-01,0,0,858.9775864429827,847,2017
2017-06-02,0,0,858.1941656280211,879,2017
2017-06-03,0,0,857.4038507523554,863,2017
2017-06-04,0,0,856.6068826515304,861,2017
2017-06-05,0,0,855.8035034461608,855,2017
2017-06-06,0,0,854.9939564659107,856,2017
2017-06-07,0,0,854.1784861739358,851,2017
2017-06-08,0,0,853.3573380918094,851,2017
2017-06-09,0,0,852.5307587249627,855,2017
2017-06-10,0,0,851.6989954886595,858,2017
2017-06-11,0,0,850.8622966345321,843,2017
2017-06-12,0,0,850.0209111776951,852,2017
2017-06-13,0,0,849.1750888244652,849,2017
2017-06-14,0,0,848.3250799007003,856,2017
2017-06-15,0,0,847.4711352807778,849,2017
2017-06-16,0,0,846.6135063172335,838,2017
2017-06-17,0,0,845.7524447710707,862,2017
2017-06-18,0,0,844.8882027427595,842,2017
2017-06-19,0,0,844.0210326039385,856,2017
2017-06-20,0,0,843.1511869298304,848,2017
2017-06-21,0,0,842.2789184323858,859,2017
2017-06-22,0,0,841.4044798941617,845,2017
2017-06-23,0,0,840.5281241029472,834,2017
2017-06-24,0,0,839.6501037871435,832,2017
2017-06-25,0,0,838.7706715519046,841,2017
2017-06-26,0,0,837.8900798160437,818,2017
2017-06-27,0,0,837.0085807497144,844,2017
2017-06-28,0,0,836.1264262128635,813,2017
2017-06-29,0,0,835.2438676944638,823,2017
2017-06-30,0,0,834.3611562525272,847,2017
2017-07-01,0,0,833.4785424548948,829,2017
2017-07-02,0,0,832.5962763208101,830,2017
2017-07-03,0,0,831.7146072632692,828,2017
2017-07-04,0,0,830.8337840321444,839,2017
2017-07-05,0,0,829.9540546580845,843,2017
2017-07-06,0,0,829.0756663971798,816,2017
2017-07-07,0,0,828.1988656763918,830,2017
2017-07-08,0,0,827.3238980397401,822,2017
2017-07-09,0,0,826.4510080952386,829,2017
2017-07-10,0,0,825.5804394625751,828,2017
2017-07-11,0,0,824.7124347215249,820,2017
2017-07-12,0,0,823.8472353610896,809,2017
2017-07-13,0,0,822.9850817293516,812,2017
2017-07-14,0,0,822.1262129840319,812,2017
2017-07-15,0,0,821.2708670437436,808,2017
2017-07-16,0,0,820.4192805399254,832,2017
2017-07-17,0,0,819.5716887694463,808,2017
2017-07-18,0,0,818.7283256478642,811,2017
2017-07-19,0,0,817.8894236633316,806,2017
2017-07-20,0,0,817.0552138311268,818,2017
2017-07-21,0,0,816.2259256488031,816,2017
2017-07-22,0,0,815.4017870519356,805,2017
2017-07-23,0,0,814.5830243704569,816,2017
2017-07-24,0,0,813.7698622855588,835,2017
2017-07-25,0,0,812.9625237871517,819,2017
2017-07-26,0,0,812.1612301318603,821,2017
2017-07-27,0,0,811.3662008015427,805,2017
2017-07-28,0,0,810.5776534623151,813,2017
2017-07-29,0,0,809.7958039240671,822,2017
2017-07-30,0,0,809.0208661004491,812,2017
2017-07-31,0,0,808.2530519693169,799,2017
2017-08-01,0,0,807.4925715336173,804,2017
2017-08-02,0,0,806.7396327826966,810,2017
2017-08-03,0,0,805.9944416540169,814,2017
2017-08-04,0,0,805.2572019952623,789,2017
2017-08-05,0,0,804.528115526822,797,2017
2017-08-06,0,0,803.8073818046296,799,2017
2017-08-07,0,0,803.0951981833482,807,2017
2017-08-08,0,0,802.3917597798802,811,2017
2017-08-09,0,0,801.6972594371915,791,2017
2017-08-10,0,0,801.011887688432,803,2017
2017-08-11,0,0,800.3358327213389,808,2017
2017-08-12,0,0,799.6692803429079,795,2017
2017-08-13,0,0,799.0124139443213,791,2017
2017-08-14,0,0,798.3654144661148,790,2017
2017-08-15,0,0,797.7284603635748,803,2017
2017-08-16,0,0,797.101727572352,808,2017
2017-08-17,0,0,796.485389474279,815,2017
2017-08-18,0,0,795.8796168633819,804,2017
2017-08-19,0,0,795.2845779120746,796,2017
2017-08-20,0,0,794.700438137526,783,2017
2017-08-21,0,0,794.1273603681933,785,2017
2017-08-22,0,0,793.5655047105055,781,2017
2017-08-23,0,0,793.0150285157005,782,2017
2017-08-24,0,0,792.4760863467985,789,2017
2017-08-25,0,0,791.9488299457108,774,2017
2017-08-26,0,0,791.433408200477,786,2017
2017-08-27,0,0,790.9299671126257,786,2017
2017-08-28,0,0,790.4386497646562,806,2017
2017-08-29,0,0,789.9595962876344,803,2017
2017-08-30,0,0,789.492943828906,784,2017
2017-08-31,0,0,789.0388265199211,809,2017
2017-09-01,0,0,788.5973754441721,790,2017
2017-09-02,0,0,788.1687186052441,803,2017
2017-09-03,0,0,787.7529808949793,791,2017
2017-09-04,0,0,787.3502840617598,784,2017
2017-09-05,0,0,786.9607466789073,778,2017
2017-09-06,0,0,786.5844841132083,780,2017
2017-09-07,0,0,786.2216084935683,778,2017
2017-09-08,0,0,785.872228679798,784,2017
2017-09-09,0,0,785.536450231545,769,2017
2017-09-10,0,0,785.2143753773709,777,2017
2017-09-11,0,0,784.9061029839883,784,2017
2017-09-12,0,0,784.6117285256656,772,2017
2017-09-13,0,0,784.3313440538101,792,2017
2017-09-14,0,0,784.0650381667394,782,2017
2017-09-15,0,0,783.8128959796567,781,2017
2017-09-16,0,0,783.5749990948409,782,2017
2017-09-17,0,0,783.3514255720684,781,2017
2017-09-18,0,0,783.1422498992761,789,2017
2017-09-19,0,0,782.9475429634894,772,2017
2017-09-20,0,0,782.7673720220264,784,2017
2017-09-21,0,0,782.6018006739981,770,2017
2017-09-22,0,0,782.4508888321235,778,2017
2017-09-23,0,0,782.3146926948774,766,2017
2017-09-24,0,0,782.1932647189936,777,2017
2017-09-25,0,0,782.0866535923421,788,2017
2017-09-26,0,0,781.9949042072038,775,2017
2017-09-27,0,0,781.9180576339638,800,2017
2017-09-28,0,0,781.8561510952482,778,2017
2017-09-29,0,0,781.809217940526,773,2017
2017-09-30,0,0,781.7772876212031,778,2017
2017-10-01,0,0,781.7603856662314,783,2017
2017-10-02,0,0,781.7585336582621,791,2017
2017-10-03,0,0,781.7717492103627,776,2017
2017-10-04,0,0,781.8000459433354,796,2017
2017-10-05,0,0,781.8434334636515,784,2017
2017-10-06,0,0,781.9019173420426,778,2017
2017-10-07,0,0,781.975499092766,759,2017
2017-10-08,0,0,782.06417615358,772,2017
2017-10-09,0,0,782.1679418664557,780,2017
2017-10-10,0,0,782.286785459054,791,2017
2017-10-11,0,0,782.4206920270007,759,2017
2017-10-12,0,0,782.5696425169846,779,2017
2017-10-13,0,0,782.7336137107163,787,2017
2017-10-14,0,0,782.9125782097689,792,2017
2017-10-15,0,0,783.1065044213392,767,2017
2017-10-16,0,0,783.3153565449571,769,2017
2017-10-17,0,0,783.5390945601721,784,2017
2017-10-18,0,0,783.7776742152517,783,2017
2017-10-19,0,0,784.0310470169179,772,2017
2017-10-20,0,0,784.2991602211573,791,2017
2017-10-21,0,0,784.5819568251318,791,2017
2017-10-22,0,0,784.8793755602221,784,2017
2017-10-23,0,0,785.1913508862339,788,2017
2017-10-24,0,0,785.5178129867969,790,2017
2017-10-25,0,0,785.858687765987,796,2017
2017-10-26,0,0,786.2138968462003,785,2017
2017-10-27,0,0,786.5833575673076,802,2017
2017-10-28,0,0,786.9669829871212,784,2017
2017-10-29,0,0,787.3646818831986,778,2017
2017-10-30,0,0,787.7763587560124,773,2017
2017-10-31,0,0,788.2019138335158,792,2017
2017-11-01,0,0,788.6412430771259,795,2017
2017-11-02,0,0,789.0942381891557,791,2017
2017-11-03,0,0,789.5607866217182,784,2017
2017-11-04,0,0,790.0407715871262,797,2017
2017-11-05,0,0,790.5340720698139,779,2017
2017-11-06,0,0,791.0405628398041,790,2017
2017-11-07,0,0,791.5601144677414,786,2017
2017-11-08,0,0,792.0925933415133,810,2017
2017-11-09,0,0,792.6378616844826,796,2017
2017-11-10,0,0,793.1957775753489,807,2017
2017-11-11,0,0,793.7661949696579,793,2017
2017-11-12,0,0,794.3489637229779,791,2017
2017-11-13,0,0,794.9439296157589,801,2017
2017-11-14,0,0,795.5509343798913,806,2017
2017-11-15,0,0,796.1698157269801,812,2017
2017-11-16,0,0,796.8004073783443,809,2017
2017-11-17,0,0,797.4425390967587,814,2017
2017-11-18,0,0,798.0960367199473,810,2017
2017-11-19,0,0,798.7607221958369,805,2017
2017-11-20,0,0,799.4364136195845,823,2017
2017-11-21,0,0,800.1229252723793,794,2017
2017-11-22,0,0,800.820067662034,815,2017
2017-11-23,0,0,801.5276475653629,778,2017
2017-11-24,0,0,802.245468072354,797,2017
2017-11-25,0,0,802.9733286321397,797,2017
2017-11-26,0,0,803.7110251007621,794,2017
2017-11-27,0,0,804.4583497907366,804,2017
2017-11-28,0,0,805.2150915224099,802,2017
2017-11-29,0,0,805.9810356771111,799,2017
2017-11-30,0,0,806.7559642520887,806,2017
2017-12-01,0,0,807.5396559172307,801,2017
2017-12-02,0,0,808.3318860735574,801,2017
2017-12-03,0,0,809.13242691348,803,2017
2017-12-04,0,0,809.9410474828135,799,2017
2017-12-05,0,0,810.7575137445319,816,2017
2017-12-06,0,0,811.5815886442542,806,2017
2017-12-07,0,0,812.4130321774431,805,2017
2017-12-08,0,0,813.2516014583043,811,2017
2017-12-09,0,0,814.0970507903643,802,2017
2017-12-10,0,0,814.9491317387096,819,2017
2017-12-11,0,0,815.8075932038689,834,2017
2017-12-12,0,0,816.6721814973096,811,2017
2017-12-13,0,0,817.542640418533,813,2017
2017-12-14,0,0,818.4187113337354,831,2017
2017-12-15,0,0,819.3001332560152,818,2017
2017-12-16,0,0,820.1866429270931,820,2017
2017-12-17,0,0,821.0779749005187,817,2017
2017-12-18,0,0,821.9738616263314,828,2017
2017-12-19,0,0,822.8740335371432,812,2017
2017-12-20,0,0,823.7782191356131,835,2017
2017-12-21,0,0,824.686145083272,835,2017
2017-12-22,0,0,825.5975362906681,829,2017
2017-12-23,0,0,826.5121160087912,836,2017
2017-12-24,0,0,827.4296059217386,823,2017
2017-12-25,0,0,828.3497262405832,828,2017
2017-12-26,0,0,829.2721957984002,837,2017
2017-12-27,0,0,830.1967321464122,829,2017
2017-12-28,0,0,831.1230516512073,839,2017
2017-12-29,0,0,832.0508695929888,828,2017
2017-12-30,0,0,832.9799002648026,844,2017
2017-12-31,0,0,833.9098570727064,836,2017
2017-01-01,0,1,761.9980460703828,750,2017
2017-01-02,0,1,761.9340631992625,772,2017
2017-01-03,0,1,761.8606028779608,773,2017
2017-01-04,0,1,761.7776882297683,768,2017
2017-01-05,0,1,761.6853453700829,754,2017
2017-01-06,0,1,761.58360338411,760,2017
2017-01-07,0,1,761.4724943034763,773,2017
2017-01-08,0,1,761.352053081777,767,2017
2017-01-09,0,1,761.2223175690854,765,2017
2017-01-10,0,1,761.0833284854496,761,2017
2017-01-11,0,1,760.9351293933993,753,2017
2017-01-12,0,1,760.7777666694932,761,2017
2017-01-13,0,1,760.6112894749317,747,2017
2017-01-14,0,1,760.4357497252613,749,2017
2017-01-15,0,1,760.2512020592012,765,2017
2017-01-16,0,1,760.0577038066165,771,2017
2017-01-17,0,1,759.8553149556699,775,2017
2017-01-18,0,1,759.6440981191778,771,2017
2017-01-19,0,1,759.424118500199,756,2017
2017-01-20,0,1,759.19544385689,760,2017
2017-01-21,0,1,758.9581444666484,734,2017
2017-01-22,0,1,758.7122930895792,763,2017
2017-01-23,0,1,758.457964931315,747,2017
2017-01-24,0,1,758.1952376052113,776,2017
2017-01-25,0,1,757.9241910939559,758,2017
2017-01-26,0,1,757.6449077106164,782,2017
2017-01-27,0,1,757.3574720591573,751,2017
2017-01-28,0,1,757.0619709944563,748,2017
2017-01-29,0,1,756.7584935818475,758,2017
2017-01-30,0,1,756.4471310562252,742,2017
2017-01-31,0,1,756.1279767807314,763,2017
2017-02-01,0,1,755.8011262050634,752,2017
2017-02-02,0,1,755.4666768234223,765,2017
2017-02-03,0,1,755.1247281321405,756,2017
2017-02-04,0,1,754.775381587007,749,2017
2017-02-05,0,1,754.4187405603276,761,2017
2017-02-06,0,1,754.0549102977407,755,2017
2017-02-07,0,1,753.6839978748222,737,2017
2017-02-08,0,1,753.306112153503,752,2017
2017-02-09,0,1,752.9213637383266,746,2017
2017-02-10,0,1,752.5298649325761,756,2017
2017-02-11,0,1,752.1317296942933,743,2017
2017-02-12,0,1,751.7270735922173,739,2017
2017-02-13,0,1,751.316013761668,743,2017
2017-02-14,0,1,750.8986688603985,753,2017
2017-02-15,0,1,750.4751590244406,761,2017
2017-02-16,0,1,750.0456058239703,762,2017
2017-02-17,0,1,749.6101322192086,747,2017
2017-02-18,0,1,749.1688625163916,737,2017
2017-02-19,0,1,748.7219223238216,743,2017
2017-02-20,0,1,748.2694385080248,736,2017
2017-02-21,0,1,747.8115391500394,749,2017
2017-02-22,0,1,747.3483535018502,768,2017
2017-02-23,0,1,746.8800119429869,760,2017
2017-02-24,0,1,746.4066459373155,765,2017
2017-02-25,0,1,745.9283879900273,731,2017
2017-02-26,0,1,745.4453716048538,766,2017
2017-02-27,0,1,744.9577312415197,740,2017
2017-02-28,0,1,744.4656022734497,743,2017
2017-03-01,0,1,743.969120945747,754,2017
2017-03-02,0,1,743.4684243334559,751,2017
2017-03-03,0,1,742.9636503001236,742,2017
2017-03-04,0,1,742.4549374566761,734,2017
2017-03-05,0,1,741.9424251206151,757,2017
2017-03-06,0,1,741.4262532755561,729,2017
2017-03-07,0,1,740.9065625311099,735,2017
2017-03-08,0,1,740.3834940831255,749,2017
2017-03-09,0,1,739.8571896742976,742,2017
2017-03-10,0,1,739.3277915551524,737,2017
2017-03-11,0,1,738.7954424454161,755,2017
2017-03-12,0,1,738.2602854957762,749,2017
2017-03-13,0,1,737.722464250039,744,2017
2017-03-14,0,1,737.1821226076928,735,2017
2017-03-15,0,1,736.6394047868789,746,2017
2017-03-16,0,1,736.0944552877764,722,2017
2017-03-17,0,1,735.5474188564024,724,2017
2017-03-18,0,1,734.9984404488335,735,2017
2017-03-19,0,1,734.4476651958489,719,2017
2017-03-20,0,1,733.8952383679948,728,2017
2017-03-21,0,1,733.3413053410758,741,2017
2017-03-22,0,1,732.7860115620682,710,2017
2017-03-23,0,1,732.2295025154588,737,2017
2017-03-24,0,1,731.6719236900037,731,2017
2017-03-25,0,1,731.1134205459103,730,2017
2017-03-26,0,1,730.5541384824359,742,2017
2017-03-27,0,1,729.9942228059006,725,2017
2017-03-28,0,1,729.4338186981142,733,2017
2017-03-29,0,1,728.8730711852074,728,2017
2017-03-30,0,1,728.3121251068669,725,2017
2017-03-31,0,1,727.7511250859661,717,2017
2017-04-01,0,1,727.1902154985889,713,2017
2017-04-02,0,1,726.6295404444357,701,2017
2017-04-03,0,1,726.0692437176094,714,2017
2017-04-04,0,1,725.5094687777702,739,2017
2017-04-05,0,1,724.9503587216542,728,2017
2017-04-06,0,1,724.3920562549458,722,2017
2017-04-07,0,1,723.8347036644968,716,2017
2017-04-08,0,1,723.2784427908814,719,2017
2017-04-09,0,1,722.7234150012805,703,2017
2017-04-10,0,1,722.1697611626817,731,2017
2017-04-11,0,1,721.6176216153896,706,2017
2017-04-12,0,1,721.0671361468334,738,2017
2017-04-13,0,1,720.5184439656604,727,2017
2017-04-14,0,1,719.9716836761079,696,2017
2017-04-15,0,1,719.4269932526408,713,2017
2017-04-16,0,1,718.8845100148421,717,2017
2017-04-17,0,1,718.3443706025491,706,2017
2017-04-18,0,1,717.8067109512191,722,2017
2017-04-19,0,1,717.2716662675185,709,2017
2017-04-20,0,1,716.7393710051178,728,2017
2017-04-21,0,1,716.2099588406861,720,2017
2017-04-22,0,1,715.6835626500712,708,2017
2017-04-23,0,1,715.1603144846506,683,2017
2017-04-24,0,1,714.6403455478501,713,2017
2017-04-25,0,1,714.123786171808,717,2017
2017-04-26,0,1,713.610765794182,713,2017
2017-04-27,0,1,713.1014129350832,701,2017
2017-04-28,0,1,712.5958551741246,700,2017
2017-04-29,0,1,712.0942191275783,699,2017
2017-04-30,0,1,711.5966304256248,704,2017
2017-05-01,0,1,711.1032136896865,717,2017
2017-05-02,0,1,710.6140925098357,722,2017
2017-05-03,0,1,710.1293894222629,718,2017
2017-05-04,0,1,709.6492258868005,702,2017
2017-05-05,0,1,709.173722264488,707,2017
2017-05-06,0,1,708.702997795172,707,2017
2017-05-07,0,1,708.2371705751293,709,2017
2017-05-08,0,1,707.7763575347077,717,2017
2017-05-09,0,1,707.3206744159726,689,2017
2017-05-10,0,1,706.8702357503546,699,2017
2017-05-11,0,1,706.4251548362882,705,2017
2017-05-12,0,1,705.9855437168364,710,2017
2017-05-13,0,1,705.5515131572915,706,2017
2017-05-14,0,1,705.1231726227517,692,2017
2017-05-15,0,1,704.7006302556601,725,2017
2017-05-16,0,1,704.2839928533078,690,2017
2017-05-17,0,1,703.8733658452933,707,2017
2017-05-18,0,1,703.4688532709321,713,2017
2017-05-19,0,1,703.0705577566189,694,2017
2017-05-20,0,1,702.6785804931333,685,2017
2017-05-21,0,1,702.2930212128891,708,2017
2017-05-22,0,1,701.9139781671269,700,2017
2017-05-23,0,1,701.5415481030454,708,2017
2017-05-24,0,1,701.1758262408741,719,2017
2017-05-25,0,1,700.8169062508845,695,2017
2017-05-26,0,1,700.4648802303424,698,2017
2017-05-27,0,1,700.1198386804025,688,2017
2017-05-28,0,1,699.7818704829452,681,2017
2017-05-29,0,1,699.4510628773614,709,2017
2017-05-30,0,1,699.1275014372842,709,2017
2017-05-31,0,1,698.8112700472759,708,2017
2017-06-01,0,1,698.5024508794722,701,2017
2017-06-02,0,1,698.201124370188,708,2017
2017-06-03,0,1,697.9073691964928,664,2017
2017-06-04,0,1,697.6212622527613,688,2017
2017-06-05,0,1,697.3428786272053,682,2017
2017-06-06,0,1,697.0722915783965,704,2017
2017-06-07,0,1,696.8095725117861,715,2017
2017-06-08,0,1,696.5547909562339,690,2017
2017-06-09,0,1,696.3080145405523,707,2017
2017-06-10,0,1,696.0693089700799,692,2017
2017-06-11,0,1,695.8387380032906,697,2017
2017-06-12,0,1,695.6163634284557,703,2017
2017-06-13,0,1,695.4022450403663,704,2017
2017-06-14,0,1,695.1964406171306,692,2017
2017-06-15,0,1,694.9990058970606,690,2017
2017-06-16,0,1,694.8099945556597,690,2017
2017-06-17,0,1,694.6294581827277,682,2017
2017-06-18,0,1,694.4574462595983,693,2017
2017-06-19,0,1,694.2940061365225,670,2017
2017-06-20,0,1,694.1391830102165,702,2017
2017-06-21,0,1,693.9930199015897,699,2017
2017-06-22,0,1,693.8555576336703,693,2017
2017-06-23,0,1,693.7268348097451,688,2017
2017-06-24,0,1,693.6068877917323,663,2017
2017-06-25,0,1,693.4957506788064,694,2017
2017-06-26,0,1,693.3934552862936,692,2017
2017-06-27,0,1,693.3000311248545,722,2017
2017-06-28,0,1,693.2155053799804,706,2017
2017-06-29,0,1,693.139902891814,697,2017
2017-06-30,0,1,693.0732461353234,678,2017
2017-07-01,0,1,693.0155552008449,676,2017
2017-07-02,0,1,692.9668477750172,677,2017
2017-07-03,0,1,692.9271391221283,711,2017
2017-07-04,0,1,692.896442065895,689,2017
2017-07-05,0,1,692.8747669717011,683,2017
2017-07-06,0,1,692.8621217293075,704,2017
2017-07-07,0,1,692.8585117360683,697,2017
2017-07-08,0,1,692.8639398806619,684,2017
2017-07-09,0,1,692.8784065273699,695,2017
2017-07-10,0,1,692.90190950092,694,2017
2017-07-11,0,1,692.9344440719182,685,2017
2017-07-12,0,1,692.9760029428891,720,2017
2017-07-13,0,1,693.026576234953,673,2017
2017-07-14,0,1,693.0861514751546,685,2017
2017-07-15,0,1,693.1547135844702,700,2017
2017-07-16,0,1,693.2322448665158,706,2017
2017-07-17,0,1,693.318724996975,683,2017
2017-07-18,0,1,693.4141310137713,698,2017
2017-07-19,0,1,693.5184373080049,689,2017
2017-07-20,0,1,693.6316156156768,710,2017
2017-07-21,0,1,693.7536350102207,692,2017
2017-07-22,0,1,693.8844618958634,682,2017
2017-07-23,0,1,694.0240600018349,693,2017
2017-07-24,0,1,694.1723903774491,677,2017
2017-07-25,0,1,694.3294113880729,686,2017
2017-07-26,0,1,694.495078712008,703,2017
2017-07-27,0,1,694.6693453382968,709,2017
2017-07-28,0,1,694.8521615654814,688,2017
2017-07-29,0,1,695.0434750013245,690,2017
2017-07-30,0,1,695.2432305635165,678,2017
2017-07-31,0,1,695.4513704813822,712,2017
2017-08-01,0,1,695.6678342986082,708,2017
2017-08-02,0,1,695.892558877001,715,2017
2017-08-03,0,1,696.1254784012987,715,2017
2017-08-04,0,1,696.3665243850444,690,2017
2017-08-05,0,1,696.6156256775429,685,2017
2017-08-06,0,1,696.8727084719065,670,2017
2017-08-07,0,1,697.13769631421,691,2017
